id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52
1002060040000011,دانشگاه علوم پزشکی و خدمات بهداشتی درمانی ,فارس,1102060040000012,مزایده فروش ضایعات آهن آلات و غیره حوزه معاونت دانشجویی و فرهنگی دانشگاه علوم پزشکی شیراز,فارس,,1000000000.0,"['1402/07/30 12:00:00', '1402/08/14 17:00:00']","['1402/07/30 12:00:00', '1402/08/14 17:00:00']",PUBLISHED
1002093704000005,دانشکده فنی انقلاب اسلامی,تهران,1102093704000005,ضایعات,تهران,فلزات و مواد معدنی,9882000000.0,"['1402/07/30 12:00:00', '1402/08/20 15:30:00']","['1402/07/30 12:00:00', '1402/08/20 15:30:00']",PUBLISHED
1002098753000002,دهیاری چل قشلاقی بخش مرکزی شهرستان اهر,آذربایجان شرقی,1102098753000002,ماشن مدل 86 نیسان فروشی,آذربایجان شرقی,وسایط نقلیه,2200000000.0,"['1402/07/30 12:00:00', '1402/08/20 14:00:00']","['1402/07/30 12:00:00', '1402/08/20 14:00:00']",PUBLISHED
1002009031000006,جمعیت هلال احمر جمهوری اسلامی ایران استان کرمان,کرمان,1102009031000009,اقلام اسقاطی ,کرمان,"سایر کالاها, فلزات و مواد معدنی",904150000.0,"['1402/07/30 11:30:00', '1402/08/20 19:00:00']","['1402/07/30 11:30:00', '1402/08/20 19:00:00']",PUBLISHED
1002000132000001,اداره کل انتقال خون استان کرمان,کرمان,1102000132000001,فروش آهن آلات پایگاه انتقال خون شهرستان کرمان ورفسنجان,کرمان,سایر کالاها,1.0,"['1402/07/30 11:00:00', '1402/08/20 19:00:00']","['1402/07/30 11:00:00', '1402/08/20 19:00:00']",PUBLISHED
1002090334000007,شهرداری همدان استان همدان,همدان,1102090334000006,پراید وانت 945ج33,همدان,وسایط نقلیه,1560000000.0,"['1402/07/30 11:00:00', '1402/08/16 19:00:00']","['1402/07/30 11:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002090334000007,شهرداری همدان استان همدان,همدان,1102090334000007,پراید وانت 652ب61,همدان,وسایط نقلیه,1550000000.0,"['1402/07/30 11:00:00', '1402/08/16 19:00:00']","['1402/07/30 11:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002090334000007,شهرداری همدان استان همدان,همدان,1102090334000008,پراید وانت 915ب31,همدان,وسایط نقلیه,1600000000.0,"['1402/07/30 11:00:00', '1402/08/16 19:00:00']","['1402/07/30 11:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002090334000007,شهرداری همدان استان همدان,همدان,1102090334000009,وانت نیسان655د16,همدان,وسایط نقلیه,2800000000.0,"['1402/07/30 11:00:00', '1402/08/16 19:00:00']","['1402/07/30 11:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002005298000005,شرکت توزیع نیروی برق استان اردبیل,اردبیل,1102005298000004,فروش انواع سیم مسی اسقاط به مقدار 100 تن,اردبیل,,,"['1402/07/30 10:00:00', '1402/08/17 12:00:00']","['1402/07/30 10:00:00', '1402/08/17 12:00:00']",PUBLISHED
1002005298000006,شرکت توزیع نیروی برق استان اردبیل,اردبیل,1102005298000005,فروش 100 تن انواع آهن آلات,اردبیل,,,"['1402/07/30 10:00:00', '1402/08/17 12:00:00']","['1402/07/30 10:00:00', '1402/08/17 12:00:00']",PUBLISHED
1002097635000001,دهیاری صایین شهرستان ایجرود,زنجان,1102097635000001,فروش  یکدستگاه وانت کمپرسی سفید رنگ مدل1394,زنجان,وسایط نقلیه,3800000000.0,"['1402/07/30 10:00:00', '1402/08/15 12:00:00']","['1402/07/30 10:00:00', '1402/08/15 12:00:00']",PUBLISHED
1002096263000001,دهیاری ویرانی (نوراباد)  شهرستان بینالود,خراسان رضوی,1102096263000001,فروش آهن آلات مستعمل تیر آهن 16 شاخه 3 متری درب و پنجره آلومینیومی متعلق به دهیاری ویرانی ,خراسان رضوی,فلزات و مواد معدنی,430779960.0,"['1402/07/30 10:00:00', '1402/08/16 18:00:00']","['1402/07/30 10:00:00', '1402/08/16 18:00:00']",PUBLISHED
1002090181000004,شرکت توزیع نیروی برق استان تهران,تهران,1102090181000018,سیم مسی ( در اندازه های مختلف ) ,تهران,,,"['1402/07/30 09:00:00', '1402/08/23 10:00:00']","['1402/07/30 09:00:00', '1402/08/23 10:00:00']",PUBLISHED
1002090181000004,شرکت توزیع نیروی برق استان تهران,تهران,1102090181000019,سیم آلومینیوم فولاد ( در اندازه های مختلف ) ,تهران,,,"['1402/07/30 09:00:00', '1402/08/23 10:00:00']","['1402/07/30 09:00:00', '1402/08/23 10:00:00']",PUBLISHED
1002090181000004,شرکت توزیع نیروی برق استان تهران,تهران,1102090181000020,کابل مسی ( در اندازه های مختلف ) ,تهران,,,"['1402/07/30 09:00:00', '1402/08/23 10:00:00']","['1402/07/30 09:00:00', '1402/08/23 10:00:00']",PUBLISHED
1002090181000004,شرکت توزیع نیروی برق استان تهران,تهران,1102090181000021,کابل آلومینیومی ( در اندازه های مختلف ),تهران,,,"['1402/07/30 09:00:00', '1402/08/23 10:00:00']","['1402/07/30 09:00:00', '1402/08/23 10:00:00']",PUBLISHED
1002090181000004,شرکت توزیع نیروی برق استان تهران,تهران,1102090181000022,آهن آلات اسقاط ,تهران,,,"['1402/07/30 09:00:00', '1402/08/23 10:00:00']","['1402/07/30 09:00:00', '1402/08/23 10:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000409,50 تن لیمو خشک تولید 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000410,50 تن لیمو خشک تولید 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000411,57تن لیمو خشک تولید 1402,هرمزگان,,34770000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000412,44تن لیمو خشک تولید 1402,هرمزگان,,26840000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000413,44تن لیمو خشک تولید 1402,هرمزگان,,26840000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000414,50 تن لیمو خشک تولید 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000415,50 تن لیمو خشک تولید 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000017,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000416,40تن لیمو خشک تولید 1402,هرمزگان,,24400000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000423,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000424,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000425,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000426,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000417,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000418,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000419,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000420,50هزارتن لیموخشک سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000421,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000422,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000427,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000428,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000429,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000430,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000431,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000432,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000433,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000434,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000435,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000436,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000437,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000438,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000439,50 تن لیمو خشک تولید سال 1402,هرمزگان,,30500000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002001151000018,سازمان مرکزی تعاون روستایی ایران,تهران,1102001151000440,30 تن لیمو خشک تولید سال 1402,هرمزگان,,18300000000.0,"['1402/07/30 08:00:00', '1402/08/16 16:00:00']","['1402/07/30 08:00:00', '1402/08/16 16:00:00']",PUBLISHED
1002003225000001,اداره کل صنعت  معدن و تجارت استان گیلان,گیلان,1102003225000001,فروش یک دستگاه خودرو پراید,گیلان,وسایط نقلیه مشمول کمیسیون ماده 2,,"['1402/07/30 08:00:00', '1402/08/23 18:00:00']","['1402/07/30 08:00:00', '1402/08/23 18:00:00']",PUBLISHED
1002005089000002,اداره کل کمیته امداد امام خمینی  ره  استان همدان,همدان,1102005089000004,فروش یک باب مغازه تجاری واقع در شهر ملایر -ابتدای بلوار اراک -مجتمع تجاری اداری شاملو -مرکز موبایل ,همدان,سایر کالاها,8700000000.0,"['1402/07/30 08:00:00', '1402/08/14 19:00:00']","['1402/07/30 08:00:00', '1402/08/14 19:00:00']",REVOKED_AFTER_PUBLISHED
1002001490000002,شرکت تولید نیروی برق شهید مفتح,همدان,1102001490000002,ضایعات موجود در نیروگاه شهید مفتح همدان,همدان,,35320000000.0,"['1402/07/30 08:00:00', '1402/08/20 12:00:00']","['1402/07/30 08:00:00', '1402/08/20 12:00:00']",PUBLISHED
1002001521000001,مدیریت شعب بانک کشاورزی در استان اذربایجان غربی,آذربایجان غربی,1102001521000001,محل تحویل در محوطه شعبه بانک می باشد - تمامی قطعات و اسکلت و ورق های ساندویچ پانل بصورت باز شده در محوطه شعبه شوط دپو می باشد,آذربایجان غربی,سایر کالاها,5800000152.0,"['1402/07/30 08:00:00', '1402/08/25 14:00:00']","['1402/07/30 08:00:00', '1402/08/25 14:00:00']",PUBLISHED
1002001521000001,مدیریت شعب بانک کشاورزی در استان اذربایجان غربی,آذربایجان غربی,1102001521000002,محل تحویل در محوطه شعبه بانک می باشد - تمامی قطعات و اسکلت و ورق های ساندویچ پانل بصورت باز شده در محوطه شعبه پیرانشهر دپو می باشد ,آذربایجان غربی,سایر کالاها,3450600000.0,"['1402/07/30 08:00:00', '1402/08/25 14:00:00']","['1402/07/30 08:00:00', '1402/08/25 14:00:00']",PUBLISHED
1002000383000034,دانشگاه علوم پزشکی و خدمات بهداشتی درمانی بوشهر,بوشهر,1102000383000038,مزایده آهن آلات مرکز بردخون,بوشهر,سایر کالاها,300000000.0,"['1402/07/30 08:00:00', '1402/08/17 14:00:00']","['1402/07/30 08:00:00', '1402/08/17 14:00:00']",PUBLISHED
1002050190000006,بانک سپه مدیریت شعب خراسان رضوی,خراسان رضوی,1102050190000006,اثاثیه و اموال مستهلک,خراسان رضوی,لوازم اداری و تحریر,7879038400.0,"['1402/07/30 08:00:00', '1402/08/21 10:00:00']","['1402/07/30 08:00:00', '1402/08/21 10:00:00']",PUBLISHED
1002090752000004,شهرداری مرگنلر استان اذربایجان غربی,آذربایجان غربی,1102090752000004,مزایده عمومی تابلو تبلیغاتی پل هوایی,آذربایجان غربی,,672000000.0,"['1402/07/30 08:00:00', '1402/08/18 19:00:00']","['1402/07/30 08:00:00', '1402/08/18 19:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000008,اتوبوس شهری اسکانیا 3112---83ع819 ایران12 ,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000009,اتوبوس شهری اسکانیا 3112---83ع815 ایران12,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000010,اتوبوس شهری اسکانیا 3112---83ع814 ایران12,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000011,اتوبوس شهری اسکانیا 3112---65ع629 ایران12,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000012,کامیون فوتون زباله کش-FA/38 آئومارک-  72ع475 -ایران 12,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000013,پژو	405SLX-TU5	-	48ی163 ایران 36,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000014,ماسه ساز دوطرفه کوبیت وینکار ,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000016,غلتک چرخ آهنی کششی	GIVRA موتور دویتس سه سیلندر,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091158000002,سازمان همیاری شهرداری های استان خراسان رضوی,خراسان رضوی,1102091158000017,کامیون کمپرسی	1924	-	115ع72  ایران 12,خراسان رضوی,وسایط نقلیه,,"['1402/07/30 08:00:00', '1402/08/18 14:00:00']","['1402/07/30 08:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002093071000001,شهرداری میناب استان هرمزگان,هرمزگان,1102093071000001,فروش ضایعات آهن آلات اسقاطی موجود در انبار مرکزی شهرداری میناب,هرمزگان,سایر کالاها,750000000.0,"['1402/07/30 08:00:00', '1402/08/18 19:00:00']","['1402/07/30 08:00:00', '1402/08/18 19:00:00']",PUBLISHED
1002099597000002,دهیاری روستای رهال شهرستان خوی,آذربایجان غربی,1102099597000002,یکدستگاه کامیون کمپرسی آمیکو تیپ ام 6 مدل 1386 گازوئیلی 6 چرخ 4 سلندر,آذربایجان غربی,وسایط نقلیه,3500000000.0,"['1402/07/30 08:00:00', '1402/08/16 19:00:00']","['1402/07/30 08:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002091693000001,مرکز بهداشت شهرستان تبریز,آذربایجان شرقی,1102091693000001,فروش اموال اسقاطی موجود در مرکز بهداشت تبریز,آذربایجان شرقی,,1209200000.0,"['1402/07/29 18:00:00', '1402/08/18 14:00:00']","['1402/07/29 18:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002091693000001,مرکز بهداشت شهرستان تبریز,آذربایجان شرقی,1102091693000002,فروش ضایعات فلزی و پلاستیکی موجود در مرکز بهداشت تبریز و آموزشگاه بهورزی,آذربایجان شرقی,,2000000000.0,"['1402/07/29 18:00:00', '1402/08/18 14:00:00']","['1402/07/29 18:00:00', '1402/08/18 14:00:00']",PUBLISHED
1002005488000007,شهرداری بابلسر استان مازندران,مازندران,1102005488000007,مزایده (فروش)ضایعات واقع در ستاد بحران,مازندران,,4180500000.0,"['1402/07/29 15:30:00', '1402/08/16 14:30:00']","['1402/07/29 15:30:00', '1402/08/16 14:30:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000024,مزایده فروش خودروهای با قابلیت شماره گذاری,مازندران,وسایط نقلیه,2500000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000025,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,1750000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000026,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,1800000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000027,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,1800000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000028,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,2400000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000029,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,2100000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000030,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,950000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000031,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,1850000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
1002000063000005,استانداری استان مازندران,مازندران,1102000063000032,مزایده فروش خودروها با قابلیلت شماره گذاری,مازندران,وسایط نقلیه,1900000000.0,"['1402/07/29 14:00:00', '1402/08/16 19:00:00']","['1402/07/29 14:00:00', '1402/08/16 19:00:00']",PUBLISHED
